q,quality_threshold,n,EV_net,hit_rate
0.0,0.18426284503975654,33,-0.1609559962431047,0.45454545454545453
0.5,0.41678499718954987,17,-0.60231569256359,0.23529411764705882
0.7,0.49332470667804934,10,-0.4742796785947438,0.3
0.8,0.5631632077698264,7,-0.7914144137249869,0.14285714285714285
0.9,0.6029026508247335,4,-0.5767380997686902,0.25
0.95,0.660827270307643,2,-0.07663138785072343,0.5
