q,quality_threshold,n,EV_net,hit_rate
0.0,0.18426284503975654,89,-0.10975159006260532,0.48314606741573035
0.5,0.44507180624692555,45,-0.452856581297323,0.3111111111111111
0.7,0.5101345008708308,27,-0.26215702606134994,0.4074074074074074
0.8,0.5395306025667652,18,-0.41138429014157496,0.3333333333333333
0.9,0.5840594778468805,9,-0.41233899955679715,0.3333333333333333
0.95,0.6670865050867927,5,-0.2764938402602011,0.4
