q,quality_threshold,n,EV_net,hit_rate
0.0,0.18426284503975654,33,-0.4454083818677554,0.3333333333333333
0.5,0.41678499718954987,17,-0.7637051081017441,0.17647058823529413
0.7,0.49332470667804934,10,-0.71884748575159,0.2
0.8,0.5631632077698264,7,-0.8376916333885501,0.14285714285714285
0.9,0.6029026508247335,4,-0.6227809596299041,0.25
0.95,0.660827270307643,2,-0.12261022056115733,0.5
