ts,event,corr,source,symbol,interval,period,latency_ms,error
2025-10-14 00:02:09.361123+00:00,price_fetch_start,corr-1760400129361,,JPY=X,15m,60d,,
2025-10-14 00:02:09.923069+00:00,price_fetch_success,corr-1760400129361,yfinance_history,JPY=X,15m,60d,554,
2025-10-14 00:02:10.138107+00:00,price_fetch_start,corr-1760400129361,,JPY=X,15m,60d,,
2025-10-14 00:02:11.057907+00:00,price_fetch_success,corr-1760400129361,yfinance_history,JPY=X,15m,60d,457,
2025-10-14 00:02:11.414443+00:00,price_fetch_success,corr-1760400129361,yfinance_download,JPY=X,15m,60d,355,
2025-10-14 00:02:14.533098+00:00,price_fetch_start,corr-1760400129361,,JPY=X,15m,60d,,
2025-10-14 00:02:17.482456+00:00,pattern_draw,,,,,,,,flag_up,2025-10-13 23:15:00+09:00,2025-10-14 09:00:00+09:00,40,80.71735133616124
2025-10-14 00:02:17.492905+00:00,pattern_vrect,,,,,,,,flag_up,2025-10-13 23:15:00+09:00,2025-10-14 09:00:00+09:00
2025-10-14 00:08:28.428028+00:00,price_fetch_start,corr-1760400129361,,JPY=X,15m,60d,,
2025-10-14 00:08:29.371132+00:00,price_fetch_start,corr-1760400129361,,JPY=X,15m,60d,,
2025-10-14 00:08:29.818012+00:00,price_fetch_success,corr-1760400129361,yfinance_history,JPY=X,15m,60d,438,
2025-10-14 00:08:30.348348+00:00,price_fetch_success,corr-1760400129361,yfinance_download,JPY=X,15m,60d,528,
2025-10-14 00:08:40.031645+00:00,pattern_draw,,,,,,,,flag_up,2025-10-13 23:15:00+09:00,2025-10-14 09:00:00+09:00,40,80.62512129050334
2025-10-14 00:08:40.065660+00:00,pattern_vrect,,,,,,,,flag_up,2025-10-13 23:15:00+09:00,2025-10-14 09:00:00+09:00
2025-10-14 00:18:31.009197+00:00,price_fetch_start,corr-1760400129361,,JPY=X,15m,60d,,
2025-10-14 00:18:31.423199+00:00,price_fetch_success,corr-1760400129361,yfinance_history,JPY=X,15m,60d,409,
2025-10-14 00:18:31.854956+00:00,price_fetch_success,corr-1760400129361,yfinance_download,JPY=X,15m,60d,427,
2025-10-14 00:18:37.736028+00:00,pattern_vrect,,,,,,,,double_top,2025-10-14 05:15:00+09:00,2025-10-14 08:00:00+09:00
2025-10-14 00:28:30.965169+00:00,price_fetch_start,corr-1760400129361,,JPY=X,15m,60d,,
2025-10-14 00:28:31.424640+00:00,price_fetch_success,corr-1760400129361,yfinance_history,JPY=X,15m,60d,453,
2025-10-14 00:28:32.001238+00:00,price_fetch_success,corr-1760400129361,yfinance_download,JPY=X,15m,60d,573,
2025-10-14 00:28:40.624070+00:00,pattern_vrect,,,,,,,,double_top,2025-10-14 05:15:00+09:00,2025-10-14 08:00:00+09:00
2025-10-14 00:35:26.347585+00:00,price_fetch_start,corr-1760400129361,,JPY=X,15m,60d,,
2025-10-14 00:35:27.216683+00:00,price_fetch_start,corr-1760400129361,,JPY=X,15m,60d,,
2025-10-14 00:35:27.412115+00:00,price_fetch_success,corr-1760400129361,yfinance_history,JPY=X,15m,60d,191,
2025-10-14 00:35:27.641799+00:00,price_fetch_success,corr-1760400129361,yfinance_download,JPY=X,15m,60d,224,
2025-10-14 00:35:37.108189+00:00,pattern_vrect,,,,,,,,double_top,2025-10-14 05:15:00+09:00,2025-10-14 08:00:00+09:00
2025-10-14 00:38:31.330453+00:00,price_fetch_start,corr-1760400129361,,JPY=X,15m,60d,,
2025-10-14 00:38:31.845294+00:00,price_fetch_success,corr-1760400129361,yfinance_history,JPY=X,15m,60d,509,
2025-10-14 00:38:32.313240+00:00,price_fetch_success,corr-1760400129361,yfinance_download,JPY=X,15m,60d,463,
2025-10-14 00:38:38.019975+00:00,pattern_vrect,,,,,,,,double_top,2025-10-14 05:15:00+09:00,2025-10-14 08:00:00+09:00
2025-10-14 00:48:30.973824+00:00,price_fetch_start,corr-1760400129361,,JPY=X,15m,60d,,
2025-10-14 00:48:31.480259+00:00,price_fetch_success,corr-1760400129361,yfinance_history,JPY=X,15m,60d,500,
2025-10-14 00:48:32.090085+00:00,price_fetch_success,corr-1760400129361,yfinance_download,JPY=X,15m,60d,606,
2025-10-14 00:48:40.686864+00:00,pattern_vrect,,,,,,,,double_top,2025-10-14 05:15:00+09:00,2025-10-14 08:00:00+09:00
2025-10-14 00:57:07.583004+00:00,price_fetch_start,corr-1760400129361,,JPY=X,15m,60d,,
2025-10-14 00:57:08.508432+00:00,price_fetch_start,corr-1760400129361,,JPY=X,15m,60d,,
2025-10-14 00:57:08.960927+00:00,price_fetch_success,corr-1760400129361,yfinance_history,JPY=X,15m,60d,449,
2025-10-14 00:57:09.468247+00:00,price_fetch_success,corr-1760400129361,yfinance_download,JPY=X,15m,60d,503,
2025-10-14 00:57:16.630790+00:00,pattern_vrect,,,,,,,,double_top,2025-10-14 05:15:00+09:00,2025-10-14 08:00:00+09:00
2025-10-14 00:58:31.047153+00:00,price_fetch_start,corr-1760400129361,,JPY=X,15m,60d,,
2025-10-14 00:58:31.551154+00:00,price_fetch_success,corr-1760400129361,yfinance_history,JPY=X,15m,60d,500,
2025-10-14 00:58:31.812939+00:00,price_fetch_success,corr-1760400129361,yfinance_download,JPY=X,15m,60d,252,
2025-10-14 00:58:42.210854+00:00,pattern_vrect,,,,,,,,double_top,2025-10-14 05:15:00+09:00,2025-10-14 08:00:00+09:00
2025-10-14 01:05:26.355589+00:00,price_fetch_start,corr-1760400129361,,JPY=X,15m,60d,,
2025-10-14 01:05:27.358703+00:00,price_fetch_start,corr-1760400129361,,JPY=X,15m,60d,,
2025-10-14 01:05:27.770206+00:00,price_fetch_success,corr-1760400129361,yfinance_history,JPY=X,15m,60d,407,
2025-10-14 01:05:28.309710+00:00,price_fetch_success,corr-1760400129361,yfinance_download,JPY=X,15m,60d,536,
