ts,event,corr,source,symbol,interval,period,latency_ms,error
2025-09-28 13:14:48.773041+00:00,price_fetch_start,corr-1759065288773,,JPY=X,15m,60d,,
2025-09-28 13:14:49.511074+00:00,price_fetch_success,corr-1759065288773,yfinance_history,JPY=X,15m,60d,713,
2025-09-28 13:14:56.471899+00:00,price_fetch_start,corr-1759065288773,,JPY=X,15m,60d,,
2025-09-28 13:15:10.601832+00:00,pattern_draw,,,,,,,,flag_dn,2025-09-26 20:00:00+09:00,2025-09-27 05:45:00+09:00,40,76.21788032071996
2025-09-28 13:15:10.628831+00:00,pattern_vrect,,,,,,,,flag_dn,2025-09-26 20:00:00+09:00,2025-09-27 05:45:00+09:00
2025-09-28 13:17:06.832321+00:00,price_fetch_start,corr-1759065288773,,JPY=X,15m,60d,,
2025-09-28 13:17:07.261020+00:00,price_fetch_success,corr-1759065288773,yfinance_history,JPY=X,15m,60d,423,
2025-09-28 13:17:18.316618+00:00,pattern_draw,,,,,,,,flag_dn,2025-09-26 20:00:00+09:00,2025-09-27 05:45:00+09:00,40,76.21788032071996
2025-09-28 13:17:18.363615+00:00,pattern_vrect,,,,,,,,flag_dn,2025-09-26 20:00:00+09:00,2025-09-27 05:45:00+09:00
