Adj Close,Dividends,Stock Splits,close,high,low,open,timestamp,volume,y
144.6300048828125,0.0,0.0,144.6300048828125,144.69700622558594,144.60400390625,144.6909942626953,2025-06-08 23:00:00+00:00,0,0.0
144.6300048828125,0.0,0.0,144.6300048828125,144.68299865722656,144.62399291992188,144.6300048828125,2025-06-08 23:15:00+00:00,0,0.0
144.7100067138672,0.0,0.0,144.7100067138672,144.7169952392578,144.593994140625,144.6300048828125,2025-06-08 23:30:00+00:00,0,0.0
144.6929931640625,0.0,0.0,144.6929931640625,144.7469940185547,144.66600036621094,144.70899963378906,2025-06-08 23:45:00+00:00,0,0.0
144.66400146484375,0.0,0.0,144.66400146484375,144.6999969482422,144.57400512695312,144.69000244140625,2025-06-09 00:00:00+00:00,0,0.0
144.80099487304688,0.0,0.0,144.80099487304688,144.8249969482422,144.66000366210938,144.66000366210938,2025-06-09 00:15:00+00:00,0,0.0
144.7689971923828,0.0,0.0,144.7689971923828,144.8090057373047,144.63800048828125,144.79800415039062,2025-06-09 00:30:00+00:00,0,0.0
144.9320068359375,0.0,0.0,144.9320068359375,144.947998046875,144.75399780273438,144.77099609375,2025-06-09 00:45:00+00:00,0,0.0
144.73800659179688,0.0,0.0,144.73800659179688,144.93899536132812,144.72000122070312,144.93800354003906,2025-06-09 01:00:00+00:00,0,0.0
144.61099243164062,0.0,0.0,144.61099243164062,144.78199768066406,144.56399536132812,144.73899841308594,2025-06-09 01:15:00+00:00,0,0.0
144.5679931640625,0.0,0.0,144.5679931640625,144.6840057373047,144.54800415039062,144.60400390625,2025-06-09 01:30:00+00:00,0,0.0
144.54200744628906,0.0,0.0,144.54200744628906,144.572998046875,144.47000122070312,144.5679931640625,2025-06-09 01:45:00+00:00,0,0.0
144.4149932861328,0.0,0.0,144.4149932861328,144.5709991455078,144.3800048828125,144.54100036621094,2025-06-09 02:00:00+00:00,0,0.0
144.38999938964844,0.0,0.0,144.38999938964844,144.48300170898438,144.34500122070312,144.41099548339844,2025-06-09 02:15:00+00:00,0,0.0
144.4429931640625,0.0,0.0,144.4429931640625,144.468994140625,144.36900329589844,144.38699340820312,2025-06-09 02:30:00+00:00,0,0.0
144.49600219726562,0.0,0.0,144.49600219726562,144.5070037841797,144.41000366210938,144.4409942626953,2025-06-09 02:45:00+00:00,0,0.0
144.36199951171875,0.0,0.0,144.36199951171875,144.5019989013672,144.35699462890625,144.49400329589844,2025-06-09 03:00:00+00:00,0,0.0
144.45700073242188,0.0,0.0,144.45700073242188,144.4709930419922,144.3489990234375,144.36000061035156,2025-06-09 03:15:00+00:00,0,0.0
144.49600219726562,0.0,0.0,144.49600219726562,144.50999450683594,144.43800354003906,144.4550018310547,2025-06-09 03:30:00+00:00,0,0.0
144.49200439453125,0.0,0.0,144.49200439453125,144.50799560546875,144.42599487304688,144.49600219726562,2025-06-09 03:45:00+00:00,0,0.0
144.4429931640625,0.0,0.0,144.4429931640625,144.4949951171875,144.41200256347656,144.48899841308594,2025-06-09 04:00:00+00:00,0,0.0
144.41900634765625,0.0,0.0,144.41900634765625,144.45700073242188,144.38900756835938,144.44000244140625,2025-06-09 04:15:00+00:00,0,0.0
144.41299438476562,0.0,0.0,144.41299438476562,144.46800231933594,144.37600708007812,144.41900634765625,2025-06-09 04:30:00+00:00,0,0.0
144.3769989013672,0.0,0.0,144.3769989013672,144.44400024414062,144.3459930419922,144.4149932861328,2025-06-09 04:45:00+00:00,0,0.0
144.3780059814453,0.0,0.0,144.3780059814453,144.40899658203125,144.3470001220703,144.37899780273438,2025-06-09 05:00:00+00:00,0,0.0
144.46600341796875,0.0,0.0,144.46600341796875,144.49400329589844,144.37600708007812,144.3780059814453,2025-06-09 05:15:00+00:00,0,0.0
144.42300415039062,0.0,0.0,144.42300415039062,144.49600219726562,144.375,144.46400451660156,2025-06-09 05:30:00+00:00,0,0.0
144.41299438476562,0.0,0.0,144.41299438476562,144.4550018310547,144.36099243164062,144.42100524902344,2025-06-09 05:45:00+00:00,0,0.0
144.3520050048828,0.0,0.0,144.3520050048828,144.46400451660156,144.3300018310547,144.41200256347656,2025-06-09 06:00:00+00:00,0,0.0
144.29800415039062,0.0,0.0,144.29800415039062,144.36300659179688,144.25,144.35299682617188,2025-06-09 06:15:00+00:00,0,0.0
144.27099609375,0.0,0.0,144.27099609375,144.3000030517578,144.22999572753906,144.2949981689453,2025-06-09 06:30:00+00:00,0,0.0
144.20899963378906,0.0,0.0,144.20899963378906,144.2760009765625,144.19500732421875,144.26600646972656,2025-06-09 06:45:00+00:00,0,0.0
144.2259979248047,0.0,0.0,144.2259979248047,144.2989959716797,144.19700622558594,144.20799255371094,2025-06-09 07:00:00+00:00,0,0.0
144.22300720214844,0.0,0.0,144.22300720214844,144.3179931640625,144.17999267578125,144.22500610351562,2025-06-09 07:15:00+00:00,0,0.0
144.1439971923828,0.0,0.0,144.1439971923828,144.25100708007812,144.1230010986328,144.21499633789062,2025-06-09 07:30:00+00:00,0,0.0
144.14300537109375,0.0,0.0,144.14300537109375,144.16000366210938,144.09800720214844,144.1439971923828,2025-06-09 07:45:00+00:00,0,0.0
144.10299682617188,0.0,0.0,144.10299682617188,144.17599487304688,144.0500030517578,144.14300537109375,2025-06-09 08:00:00+00:00,0,0.0
144.07200622558594,0.0,0.0,144.07200622558594,144.15499877929688,144.06900024414062,144.10299682617188,2025-06-09 08:15:00+00:00,0,0.0
144.05799865722656,0.0,0.0,144.05799865722656,144.08799743652344,144.03199768066406,144.072998046875,2025-06-09 08:30:00+00:00,0,0.0
144.15499877929688,0.0,0.0,144.15499877929688,144.1739959716797,144.03799438476562,144.0590057373047,2025-06-09 08:45:00+00:00,0,0.0
143.97900390625,0.0,0.0,143.97900390625,144.16600036621094,143.9720001220703,144.1529998779297,2025-06-09 09:00:00+00:00,0,0.0
144.0500030517578,0.0,0.0,144.0500030517578,144.0709991455078,143.97000122070312,143.9759979248047,2025-06-09 09:15:00+00:00,0,0.0
144.0279998779297,0.0,0.0,144.0279998779297,144.09100341796875,143.99600219726562,144.052001953125,2025-06-09 09:30:00+00:00,0,0.0
144.10299682617188,0.0,0.0,144.10299682617188,144.13499450683594,144.0019989013672,144.0279998779297,2025-06-09 09:45:00+00:00,0,0.0
144.03799438476562,0.0,0.0,144.03799438476562,144.14500427246094,144.0290069580078,144.10299682617188,2025-06-09 10:00:00+00:00,0,0.0
144.05999755859375,0.0,0.0,144.05999755859375,144.09300231933594,144.0330047607422,144.03799438476562,2025-06-09 10:15:00+00:00,0,0.0
144.1199951171875,0.0,0.0,144.1199951171875,144.13600158691406,144.0540008544922,144.06100463867188,2025-06-09 10:30:00+00:00,0,0.0
144.1719970703125,0.0,0.0,144.1719970703125,144.18899536132812,144.1020050048828,144.12100219726562,2025-06-09 10:45:00+00:00,0,0.0
144.2519989013672,0.0,0.0,144.2519989013672,144.27699279785156,144.1540069580078,144.1699981689453,2025-06-09 11:00:00+00:00,0,0.0
144.32200622558594,0.0,0.0,144.32200622558594,144.33200073242188,144.2449951171875,144.2530059814453,2025-06-09 11:15:00+00:00,0,0.0
144.44200134277344,0.0,0.0,144.44200134277344,144.46299743652344,144.2969970703125,144.3179931640625,2025-06-09 11:30:00+00:00,0,0.0
144.48500061035156,0.0,0.0,144.48500061035156,144.5290069580078,144.41000366210938,144.4429931640625,2025-06-09 11:45:00+00:00,0,0.0
144.51699829101562,0.0,0.0,144.51699829101562,144.5500030517578,144.42799377441406,144.49200439453125,2025-06-09 12:00:00+00:00,0,0.0
144.51400756835938,0.0,0.0,144.51400756835938,144.55999755859375,144.46800231933594,144.51800537109375,2025-06-09 12:15:00+00:00,0,0.0
144.5540008544922,0.0,0.0,144.5540008544922,144.5679931640625,144.4499969482422,144.51100158691406,2025-06-09 12:30:00+00:00,0,0.0
144.6280059814453,0.0,0.0,144.6280059814453,144.69200134277344,144.55299377441406,144.5570068359375,2025-06-09 12:45:00+00:00,0,0.0
144.70399475097656,0.0,0.0,144.70399475097656,144.7449951171875,144.5959930419922,144.63299560546875,2025-06-09 13:00:00+00:00,0,0.0
144.70599365234375,0.0,0.0,144.70599365234375,144.77200317382812,144.677001953125,144.70599365234375,2025-06-09 13:15:00+00:00,0,0.0
144.71099853515625,0.0,0.0,144.71099853515625,144.7259979248047,144.5919952392578,144.7030029296875,2025-06-09 13:30:00+00:00,0,0.0
144.66299438476562,0.0,0.0,144.66299438476562,144.7259979248047,144.63099670410156,144.71499633789062,2025-06-09 13:45:00+00:00,0,0.0
144.56100463867188,0.0,0.0,144.56100463867188,144.69700622558594,144.53900146484375,144.66200256347656,2025-06-09 14:00:00+00:00,0,0.0
144.60800170898438,0.0,0.0,144.60800170898438,144.6280059814453,144.5279998779297,144.5590057373047,2025-06-09 14:15:00+00:00,0,0.0
144.6020050048828,0.0,0.0,144.6020050048828,144.75100708007812,144.56700134277344,144.61000061035156,2025-06-09 14:30:00+00:00,0,0.0
144.61199951171875,0.0,0.0,144.61199951171875,144.62399291992188,144.55499267578125,144.60499572753906,2025-06-09 14:45:00+00:00,0,0.0
