q,quality_threshold,n,EV_net,hit_rate
0.0,0.011051923779795803,11,0.060522177709127004,0.5454545454545454
0.5,0.25258178656105135,6,-0.30239630658159444,0.3333333333333333
0.7,0.32493515818712404,4,0.10152229052584202,0.5
0.8,0.32902610961121515,3,-0.16800203830693275,0.3333333333333333
0.9,0.40971709900722675,2,-0.12122495586844445,0.5
0.95,0.5297572075207346,1,-1.1249086267115949,0.0
