q,quality_threshold,n,EV_net,hit_rate
0.0,0.2646233136538194,10,-0.30583660818610214,0.4
0.5,0.442466975462892,5,-0.3089893569190718,0.4
0.7,0.5393156338361635,3,-0.4436514173079206,0.3333333333333333
0.8,0.5831162847886985,2,-1.1110241176017204,0.0
0.9,0.6131849937879814,1,-1.116279655357063,0.0
0.95,0.6573274945266516,1,-1.116279655357063,0.0
