q,quality_threshold,n,EV_net,hit_rate
0.0,0.18426284503975654,89,-0.36488818114382726,0.3707865168539326
0.5,0.44507180624692555,45,-0.48288810270514104,0.3111111111111111
0.7,0.5101345008708308,27,-0.36701983648588987,0.37037037037037035
0.8,0.5395306025667652,18,-0.5537157839759826,0.2777777777777778
0.9,0.5840594778468805,9,-0.6661634882684049,0.2222222222222222
0.95,0.6670865050867927,5,-0.3070913763642814,0.4
