q,quality_threshold,n,EV_net,hit_rate
0.0,0.20541177707968689,15,0.10286345996182593,0.6
0.5,0.361615942016288,8,0.6552631366657777,0.875
0.7,0.44850830819892196,5,0.5030720420243778,0.8
0.8,0.4962301040491804,3,0.24184316941120723,0.6666666666666666
0.9,0.5214226781391128,2,0.9018304603919804,1.0
0.95,0.5581224175358016,1,0.9212022058092549,1.0
