q,quality_threshold,n,EV_net,hit_rate
0.0,0.2609985493642673,10,-0.316840132890423,0.4
0.5,0.48543108566761983,5,-0.3299804199451102,0.4
0.7,0.5818502496713971,3,0.17310999359744242,0.6666666666666666
0.8,0.6017974139199502,2,-0.14971554611753135,0.5
0.9,0.6245974677076607,1,-1.1204652958034145,0.0
0.95,0.6923499138618237,1,-1.1204652958034145,0.0
