timestamp,y,atr14_norm_v,_layer,open,high,low,close,volume,ret_1,ret_4,atr,touch_density,slope_long
2025-06-09 22:15:00+01:00,0.0,0.0007214334077818941,011|Q2,144.5019989013672,144.54100036621094,144.49400329589844,144.5229949951172,0,0.00013832939692925983,-0.00035968842623335107,0.06500026157924108,1.0,0.0013924405785369724
2025-06-10 01:30:00+01:00,0.0,0.0008382372958616782,001|Q3,144.4010009765625,144.6009979248047,144.3939971923828,144.58599853515625,0,0.001274260373693492,2.0790698769035387e-05,0.08857073102678571,1.0,-0.0002656357046741202
2025-06-10 20:15:00+01:00,0.0,0.0009254096117699655,010|Q4,144.92799377441406,144.93600463867188,144.83799743652344,144.88699340820312,0,-0.0002760599776625572,-0.0005105175026451914,0.07700129917689733,3.0,0.005138887299430905
2025-06-11 00:00:00+01:00,0.0,0.0006454630260346575,001|Q2,144.95799255371094,145.08200073242188,144.8159942626953,144.94500732421875,0,2.0739202008179802e-05,0.0005454006546072865,0.08192988804408483,4.0,0.0031032959620157876
2025-06-11 04:15:00+01:00,0.0,0.0006941601514607777,001|Q2,144.96800231933594,145.05299377441406,144.91900634765625,145.04200744628906,0,0.0005450357067859901,0.0001586706179999009,0.14156995500837052,5.0,0.0010095834732055664
2025-06-11 04:45:00+01:00,0.0,0.0005939144457870662,001|Q1,144.95199584960938,145.0330047607422,144.947998046875,145.0070037841797,0,0.00036569556633603284,0.00041392754604663295,0.12964085170200892,5.0,0.0007100900014241537
2025-06-11 12:30:00+01:00,0.0,0.0009941288146613932,100|Q4,145.1959991455078,145.22799682617188,145.1699981689453,145.22300720214844,0,0.0002135507403180359,0.0005856957763039627,0.07849884033203125,1.0,0.004852440622118574
2025-06-11 16:45:00+01:00,0.0,0.0007657557704450448,010|Q3,144.5659942626953,144.65199279785156,144.46200561523438,144.48699951171875,0,-0.000601806771265534,-0.0020995839086911383,0.25406973702566965,4.0,0.0008437501059646024
2025-06-12 10:45:00+01:00,0.0,0.0007400247220604823,100|Q2,143.77699279785156,143.79800415039062,143.56100463867188,143.697998046875,0,-0.0005703208590768227,-0.0006745722960150857,0.1631437029157366,12.0,-0.012743923399185064
2025-06-12 16:15:00+01:00,0.0,0.0007744594742239295,010|Q3,143.8470001220703,143.9040069580078,143.6439971923828,143.7220001220703,0,-0.0008828626005698004,0.0005708767249394953,0.20342908586774552,8.0,-0.01357726256052653
2025-06-13 03:00:00+01:00,0.0,0.0014151795909912769,001|Q4,143.17100524902344,143.23599243164062,143.0780029296875,143.23199462890625,0,0.00041905931202657065,0.001398267181366597,0.20928737095424108,3.0,-0.0100520716773147
2025-06-13 16:15:00+01:00,0.0,0.0013415698450719327,010|Q4,144.13800048828125,144.14300537109375,143.9669952392578,143.98199462890625,0,-0.0011170208486563915,-0.0009021100481082511,0.14871651785714285,12.0,0.006946166356404622
2025-06-16 00:15:00+01:00,0.0,0.0011439006791199677,001|Q4,144.6840057373047,144.74899291992188,144.50100708007812,144.52099609375,0,-0.0011542591106583622,0.0036668441646863226,0.15428379603794642,8.0,0.0055980682373046875
2025-06-16 08:30:00+01:00,0.0,0.0006995698894100912,000|Q2,144.343994140625,144.37899780273438,144.14999389648438,144.1510009765625,0,-0.0012748517597637177,0.00015266305992245321,0.12914276123046875,2.0,0.006613731384277344
2025-06-16 09:15:00+01:00,0.0,0.000742371267842998,100|Q3,144.29400634765625,144.3419952392578,144.22000122070312,144.2689971923828,0,-0.000173320818421141,-0.0004573354932198015,0.14007023402622767,2.0,0.006072084108988444
2025-06-16 22:00:00+01:00,0.0,0.0008653129782539862,011|Q3,144.7050018310547,144.73699951171875,144.66400146484375,144.70399475097656,0,-0.0001451812171563427,-0.0006284983536694044,0.08785574776785714,15.0,0.006804691420659499
2025-06-17 15:45:00+01:00,0.0,0.000977143267024339,000|Q4,145.1790008544922,145.29299926757812,145.1479949951172,145.1840057373047,0,2.070506092644031e-05,0.0020637832888528163,0.15649959019252233,3.0,0.009429706467521726
2025-06-17 20:00:00+01:00,0.0,0.0011628983305885226,010|Q4,145.36599731445312,145.37399291992188,145.2830047607422,145.3520050048828,0,-0.00010318290392585805,0.0005782390525324033,0.11664363316127233,5.0,0.008801208602058352
