timestamp,y,atr14_norm_v,_layer,open,high,low,close,volume,ret_1,ret_4,atr,touch_density,slope_long
2025-06-10 11:15:00,1.0,0.0,100|Q1,144.5189971923828,144.53900146484375,144.47799682617188,144.51300048828125,0,-2.7663200742100713e-05,-0.0008296524363972102,0.11096372401343402,4.0,0.005469613605074623
2025-06-12 22:30:00,1.0,0.0,011|Q1,143.46299743652344,143.54100036621094,143.40899658203125,143.48300170898438,0,0.00013241783154471776,4.881502328601961e-05,0.10667066353889929,3.0,-0.010567691591051679
2025-06-13 05:00:00,1.0,0.0,000|Q1,143.6490020751953,143.66600036621094,143.5050048828125,143.54100036621094,0,-0.0007726480467056263,0.00020903470093003307,0.18360538183096545,5.0,-0.0055824783113275584
2025-06-13 16:00:00,1.0,0.0,010|Q1,144.04200744628906,144.04600524902344,143.97999572753906,144.01600646972656,0,-0.0002151422883935883,-0.0008810618388330749,0.1415178088044291,11.0,0.005319449636670488
2025-06-13 17:00:00,1.0,0.0,010|Q1,144.031005859375,144.07899475097656,144.01100158691406,144.05599975585938,0,0.00015965087415481527,0.0002777002856360067,0.12400816085116666,10.0,0.003993935055201329
2025-06-17 01:15:00,1.0,0.0,001|Q1,144.91900634765625,144.98800659179688,144.86900329589844,144.95399475097656,0,0.00022763782169765712,0.0003726767202678616,0.12488827727855964,16.0,0.00439755121866862
2025-06-18 22:00:00,1.0,0.0,011|Q1,145.0500030517578,145.14599609375,144.9720001220703,145.00100708007812,0,-0.00037911341739604865,-0.00042737609485543615,0.12279915838500415,14.0,-0.0016562673780645316
2025-06-23 00:30:00,1.0,0.0,001|Q1,146.44500732421875,146.52099609375,146.32699584960938,146.3780059814453,0,-0.0004301273804314665,0.0008889344253315556,0.11782197028012845,21.0,0.008252594206067462
2025-06-23 23:30:00,1.0,0.0,011|Q1,145.81399536132812,145.8800048828125,145.72999572753906,145.74000549316406,0,-0.0004937245805878288,-0.0012608651324990117,0.1474073734646284,13.0,-0.0014557176166102674
2025-06-24 00:45:00,1.0,0.0,001|Q1,145.60800170898438,145.8489990234375,145.55999755859375,145.59800720214844,0,-3.426869042666425e-05,-0.002206626719005844,0.16842763272893396,16.0,-0.004554695553250572
2025-06-24 04:15:00,1.0,0.0,001|Q1,145.46400451660156,145.49400329589844,145.40699768066406,145.44000244140625,0,-0.00016500353661430545,0.00021323205650136678,0.13531785643311736,18.0,-0.011953115463256836
2025-06-24 08:45:00,1.0,0.0,000|Q1,145.01300048828125,145.11000061035156,144.99400329589844,145.0919952392578,0,0.0005516911337772878,-0.0015071769681769265,0.1539318777766223,20.0,-0.022828155093722085
2025-07-03 17:15:00,1.0,0.0,010|Q1,145.03799438476562,145.07400512695312,145.01300048828125,145.01499938964844,0,-0.0001654870410916498,-0.0007166801307058046,0.1569239450524081,4.0,0.012690967983668125
2025-07-03 20:45:00,1.0,0.0,010|Q1,144.9250030517578,144.95399475097656,144.9029998779297,144.90499877929688,0,-8.286582233374418e-05,-0.0009101386670061773,0.09759631194744359,3.0,0.014416681395637454
2025-07-07 04:45:00,1.0,0.0,001|Q1,144.9409942626953,145.00100708007812,144.92599487304688,144.98399353027344,0,0.00028971717729153745,0.0010494420920992287,0.09959818216820196,14.0,0.0013662974039713542
2025-07-07 14:45:00,1.0,0.0,100|Q1,145.7790069580078,145.81100463867188,145.73800659179688,145.79400634765625,0,9.608703852848066e-05,0.00041179697288917794,0.092086118935363,28.0,0.013681438234118085
2025-07-07 22:45:00,1.0,0.0,011|Q1,145.88400268554688,145.90199279785156,145.83399963378906,145.84100341796875,0,-0.0002878484043031815,-0.0010821273406986798,0.08974877347157155,18.0,0.01560329066382593
2025-07-08 03:00:00,1.0,0.0,001|Q1,146.09100341796875,146.1479949951172,146.03700256347656,146.14199829101562,0,0.0003422709894262965,-0.00015053757154714908,0.14546800647922767,11.0,0.01680991384718074
2025-07-09 07:00:00,1.0,0.0,000|Q1,146.8000030517578,146.83700561523438,146.7259979248047,146.7790069580078,0,-0.00018386713006590671,-0.0013538752225573658,0.09940429424864597,4.0,0.009305543369715489
