q,quality_threshold,n,EV_net,hit_rate
0.0,0.011051923779795803,5,0.4987099993840986,0.8
0.5,0.16475985939426552,3,0.23501907718792128,0.6666666666666666
0.7,0.23501740112769418,2,-0.10236115073247676,0.5
0.8,0.2670524608862659,1,0.9100952770241664,1.0
0.9,0.29599380953669496,1,0.9100952770241664,1.0
0.95,0.3104644838619095,1,0.9100952770241664,1.0
